Density,n,Wand,AIC,BIC,BR,Knuth,SC,RIH,RMG-B,RMG-R,TS,L2CV,KLCV
9.0,1000.0,0.11732883864339924,0.10988595189814725,0.12691085140485656,0.10975471401290972,0.11222657596200443,0.11130390311678144,0.12411872487051134,0.13676979889498592,0.12721352210113987,0.11490535747097919,0.11905873174053502,0.1263018162742426
9.0,5000.0,0.0733166993282748,0.06503163608065927,0.08130375379765994,0.0660756040398939,0.07126439242588253,0.07167272117723666,0.07825452624428618,0.082647195940809,0.07884816129221747,0.057299187713529785,0.07229888540790579,0.07667541564286148
9.0,25000.0,0.0431767914035948,0.04059263356785546,0.05341836482167823,0.04127604792274369,0.04645461688084652,0.04227384643236573,0.05040768616510494,0.05033156840220696,0.04953567843887182,0.030845280764074636,0.043061118836393915,0.04510429891681079
10.0,50.0,0.14495198246016405,0.1499066495368665,0.13592923570157822,0.13669609066826038,0.1382407888498459,0.1424550106745675,0.13584602914130428,0.17648989327730788,0.13764457946767814,0.2054331103314433,0.1417151588820233,0.16225092607644975
10.0,200.0,0.13141263746316226,0.11596366505997671,0.12789743214000235,0.12526300570890472,0.1194558348328709,0.11057597258113896,0.1287251641210912,0.13732378988179794,0.1297343725105213,0.1648693954026519,0.13162572056644076,0.13404207560676523
10.0,1000.0,0.12302125071225414,0.07103073563248379,0.08251447482904109,0.07119266479619349,0.07097804516467565,0.06934971394023132,0.08599124801823589,0.10883330618518727,0.0896627533739022,0.08192219987109908,0.0826724377012126,0.08496251366358828
10.0,5000.0,0.06899717586428727,0.04201803027780136,0.04895091766251226,0.04134496129956104,0.04189769324027264,0.04131083509062056,0.058191474914553926,0.061120712322002294,0.057945782418964836,0.04262472917086748,0.04983524759751608,0.053241945711476724
10.0,25000.0,0.027394754669601864,0.024706021073489116,0.02918513185859974,0.024375118392775105,0.024814399914956257,0.024684117838328416,0.03834656666804967,0.03794535709814594,0.03703732705339255,0.023908503027055952,0.0326734853971112,0.03298511938210011
11.0,50.0,0.25717628803560044,0.3136495234449669,0.30533273522349447,0.30222990072196704,0.3100097834491433,0.3052060093937119,0.31373130984319975,0.5050015546435116,0.3297828395977433,0.3530131421293899,0.3026763931672103,0.3480437549251694
11.0,200.0,0.1604296788486619,0.18861491888577603,0.19108310611988943,0.18562636048561235,0.18514056222629077,0.18218985707361018,0.21331670817517198,0.28128506168868944,0.22391309267776377,0.19781070612675064,0.23321644936798228,0.26676402653684095
11.0,1000.0,0.09701402794820685,0.11097820069022178,0.11662585989963702,0.10816085644089546,0.1083200845387893,0.10822215364446469,0.14521358355338881,0.16194489197315984,0.15254572852570691,0.11680623197265888,0.15843686156514067,0.18398444030609554
11.0,5000.0,0.05744036932927702,0.0633286492150677,0.06940948449180113,0.061616780483905946,0.06308306554890991,0.06285236671593711,0.09202665943505516,0.0986952316192001,0.0945474166545292,0.07033902543513132,0.103576263023733,0.11426673029507409
11.0,25000.0,0.03431320582437592,0.03762940533162188,0.04086268474153964,0.03619634088211859,0.03688571775889728,0.03665067300492716,0.05821513653376989,0.05905515627792244,0.058134746083607136,0.04283776363591225,0.06262108481909619,0.06697309442392747
12.0,50.0,0.3349237145540205,0.30164845417643116,0.32238646724905357,0.3201413573881468,0.2998007856391067,0.3052558730924793,0.3201779864454758,0.3392195121005361,0.23746128398171557,0.25842302485071567,0.407974575986603,0.406354309510158
12.0,200.0,0.21548487062876792,0.20145180874922683,0.2179624515963269,0.2065407524721864,0.2030219567811698,0.2067528151214924,0.21635562536567413,0.21271448710231702,0.18751333120215014,0.16088647938245174,0.39256670040794367,0.39807891337243134
12.0,1000.0,0.1297297245904153,0.11915979123446943,0.175409050684515,0.12496896640475703,0.12181099801639146,0.13001097873399933,0.12072721465979386,0.1247096773106161,0.12097195853771373,0.08430663511086364,0.3792136563160299,0.37240760752350766
12.0,5000.0,0.06736515676149646,0.07000614009988819,0.10673869832789168,0.07405407779710167,0.0757040050711532,0.07457860045595642,0.0732114610253972,0.07361220523018801,0.07553613779358798,0.04766070327545832,0.07551366256523778,0.08090771551947545
12.0,25000.0,0.033913755147212454,0.04091015095161699,0.06614175891153248,0.04231702101694093,0.04826317056103165,0.05082543538235033,0.04596436396675397,0.04441868153562128,0.046528739876283934,0.026864732271969324,0.03523598030187268,0.04281092166667018
13.0,50.0,0.16174724283415418,0.1499189821675536,0.15956140068117877,0.15930472564729287,0.14876571689842424,0.14648617362716837,0.16295883840664682,0.42097028978721135,0.1560620515526886,0.17367029851867555,0.171858258914965,0.16846871204973357
13.0,200.0,0.14456998027451276,0.12076970002723236,0.1383671600092951,0.12654681328483744,0.12151599085655722,0.12059438459781839,0.13170821289696513,1.302316500271208,0.11561683939329907,0.09705427948068529,0.1708320805181811,0.16667405569758556
13.0,1000.0,0.09793139273247725,0.06990296861901242,0.09608527604878848,0.07307993972580377,0.07662121804047935,0.07519934550429057,0.08379011811837218,0.6214441189543954,0.08051574447254041,0.049567248675410944,0.11371873295435117,0.10879745731872795
13.0,5000.0,0.05748809470789343,0.03792796088343355,0.05624800030662723,0.04055230523333724,0.046929670652283824,0.04674993552440557,0.04878009294917271,0.3485460499564637,0.04937771562547119,0.026607304509056028,0.04641745177890082,0.05165285320869837
13.0,25000.0,0.023903182601111704,0.022495637227243778,0.03935030948837611,0.023443476305652047,0.030518721657744507,0.02984240221368128,0.031152803400220162,0.04333246111831081,0.030901157947174632,0.01480707589093968,0.02495330026600568,0.026005623510127016
14.0,50.0,1.1298979145670547,1.124285102410835,1.124285102410835,1.124285102410835,1.1242470577410995,1.1251414422719443,1.1538752283369993,0.8727877148450351,0.7414877269659427,0.7023464809357689,1.2008157335146896,1.1616472020369994
14.0,200.0,1.0733856902592855,1.0956878342433798,1.095396882136371,1.0951420823246927,1.0958877415815456,1.0958026306565758,1.0971072583338826,0.3391544766061503,0.26443096091016255,0.3484322676750036,1.1621744845957573,1.1978639381934435
14.0,1000.0,0.9221820796394286,1.0026156587069734,1.0027018612717034,1.002623780034319,1.0043910435922552,1.0066284688230105,0.998590544944536,0.12272963469292922,0.11733143326740221,0.16710536245990915,1.1556703799441836,1.149555741203474
14.0,5000.0,0.7384840081411538,0.629606357365468,0.629606357365468,0.629606357365468,0.6651037072410929,0.6836893822744977,0.639789827657935,0.052093748076420233,0.05160089299456934,0.073488792198128,1.1294679731005435,1.1461142360753276
14.0,25000.0,0.25560567380832994,0.026715422524923416,0.026715422524923416,0.026715422524923416,0.08107959637790603,0.0917965220631055,0.3576063637680799,0.02272668146236816,0.02272668146236816,0.03845052696011885,0.4801903467705804,0.5526647537622523
15.0,50.0,0.7838524685611956,0.7063650050456264,0.7694135436948796,0.7701152390544921,0.6949178978871606,0.6637222573222451,0.7738765454799285,1.1411836224720504,0.7520025524317687,0.8349354592884799,1.7186748417259547,1.333676977653101
15.0,200.0,0.5580753190613313,0.47384201524716707,0.49510537889809775,0.4728576346566452,0.4633297191186115,0.4569228993745943,0.5025448820915267,0.5052288867994998,0.40086051376694337,0.42310149160033605,0.9058538970577671,0.8285204563519954
15.0,1000.0,0.38964830133168543,0.2721265708809682,0.27750098652732896,0.2627823897018057,0.2653971223004439,0.26497272521049126,0.2868148696156247,0.1970629781054188,0.17688168812929494,0.22560083830435274,0.3754173010107885,0.3049272249569231
15.0,5000.0,0.27508839593529183,0.13620175214551083,0.13294342858929645,0.1313189040054696,0.1336469255119428,0.13582543299284638,0.15161982812028862,0.09272088332947948,0.09122497592141124,0.11515928144926584,0.20291363258796832,0.15258633221878798
15.0,25000.0,0.18891167880990714,0.06088154008590576,0.06008668288166409,0.06006661920336087,0.06324061192417209,0.06453216456395192,0.07862154407304214,0.04186961364178662,0.04108658032117639,0.05431345389318922,0.10119267167415788,0.08523034347602439
16.0,50.0,0.8565581669614374,0.7696020933923309,0.8000179736468027,0.799280137312182,0.7432236494506275,0.7284315753082681,0.8116355969609063,1.3329084215312432,0.7566649677482381,0.8345339520034499,1.1388866408634721,1.1405241543310949
16.0,200.0,0.6494606899366935,0.5850774331607984,0.614292861834614,0.5975373767866808,0.5823655371569264,0.5772702744945821,0.6229785367874293,0.5892531115932573,0.4861173188025694,0.5183300968670412,1.0394424941811637,0.952447006175788
16.0,1000.0,0.460014538544959,0.346728524894328,0.5214663319796239,0.36061807953354846,0.3768103070845817,0.3662832260067381,0.3832766435644298,0.24976578704552396,0.23067104933676708,0.2541386536885859,0.709510607914423,0.5755561945073824
16.0,5000.0,0.33163376937192746,0.1847990973778965,0.2786580448593911,0.19108751508264965,0.23247882658408253,0.2334172308856766,0.2037333606235599,0.104856481391521,0.09957764342153802,0.1417432955802043,0.22965139179996616,0.1922308305923172
16.0,25000.0,0.197285965571689,0.08474396953287897,0.08474546101668864,0.08474396953287897,0.08471182292378807,0.0995990052208613,0.10578286361911637,0.042773606626027555,0.04235481151536435,0.07203943363774952,0.11514761059481368,0.09395961159497272
